"﻿Област","Населено място","училище","училище","Училище","БЕЛ Ср.усп.","БЕЛ Бр.","МАТ Ср.усп.","МАТ Бр.","ИСТ Ср.усп.","ИСТ Бр.","ФА Ср.усп.","ФА Бр.","ГЕО Ср.усп.","ГЕО Бр.","ХООС Ср.усп.","ХООС Бр.","ФИЛ Ср.усп.","ФИЛ Бр.","БЗО Ср.усп.","БЗО Бр.","АЕ Ср.усп.","АЕ Бр.","РЕ Ср.усп.","РЕ Бр.","НЕ Ср.усп.","НЕ Бр.","ИспЕ Ср.усп.","ИспЕ Бр.","ФрЕ Ср.усп.","ФрЕ Бр.","ИтЕ Ср.усп.","ИтЕ Бр.","2ДЗИ Ср.усп.","2ДЗИ Бр.","ср.успех","общо"
"Пловдив","Кричим","Общинско","V - ХІІ клас","Средно общообразователно училище ""Петко Рачов Славейков""","3,52","20","","","","","","","3,22","4","","","3,54","17","","","","","","","","","","","","","","","3,482","21","3,502","41"
"Пловдив","Куклен","Държавно","професионална гимназия","Професионална  гимназия   по селско стопанство","3,14","7","","","","","","","3,05","3","","","","","3,12","3","","","","","","","","","","","","","3,088","6","3,114","13"
"Пловдив","Лъки","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище "" Христо Ботев""","4,08","11","","","","","","","","","","","","","4,83","11","","","","","","","","","","","","","4,832","11","4,455","22"
"Пловдив","Перущица","Държавно","професионална гимназия","Професионална гимназия   по лозарство и винарство","3,06","50","","","","","","","2,91","48","","","","","","","","","","","","","","","","","","","2,911","48","2,989","98"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия   по облекло","3,7","48","","","","","","","2,62","1","","","3,64","29","3,82","18","4,66","3","","","","","","","","","","","3,742","51","3,72","99"
"Пловдив","Пловдив","Общинско","профилирана гимназия","Гимназия с хуманитарен профил ""Св. Св. Кирил и Методий""","5,18","175","4,47","9","4,91","5","","","4,17","3","5,5","1","4,74","56","5,07","14","5,35","62","5,49","10","5,37","10","","","4,8","6","","","5,044","176","5,111","351"
"Пловдив","Пловдив","Общинско","профилирана гимназия","Езикова гимназия ""Пловдив""","5,55","278","5,53","35","","","5,93","5","4,46","4","5,21","3","4,73","1","5,71","7","5,76","171","","","5,58","52","","","","","","","5,672","278","5,61","556"
"Пловдив","Пловдив","Общинско","профилирана гимназия","Езикова гимназия ""Иван Вазов""","5,45","232","4,77","18","4,76","5","5,82","2","3,92","1","5,51","2","4,56","2","4,61","5","5,83","48","5,74","10","5,42","43","5,53","41","5,49","21","5,53","34","5,471","232","5,459","464"
"Пловдив","Пловдив","Държавно","по изкуствата","Национална гимназия   за сценични и екранни изкуства","4,2","46","","","4,46","2","","","","","","","3,88","19","4,8","8","4,13","17","","","","","","","","","","","4,157","46","4,176","92"
"Пловдив","Пловдив","Държавно","професионална гимназия","Национална търговска гимназия","5,19","204","4,81","12","4,98","5","","","4,96","11","","","4,45","39","5,2","52","5,28","79","5,43","1","5,3","5","","","","","","","5,049","204","5,117","408"
"Пловдив","Пловдив","Държавно","по изкуствата","Национално училище за музикално и танцово изкуство","4,81","16","","","","","","","","","","","4,77","3","4,63","2","5,58","11","","","","","","","","","","","5,311","16","5,061","32"
"Пловдив","Пловдив","Общинско","профилирана гимназия","Образцова  математическа  гимназия","5,03","208","4,86","66","3,64","2","5,62","7","4,47","3","","","4,25","21","5,31","15","5,29","92","","","4,86","2","","","4,61","1","","","5,028","209","5,031","417"
"Пловдив","Пловдив","Държавно","духовно","СОДУ-Пловдивска духовна семинария","3,54","19","","","2,95","7","","","2,79","3","","","3,29","6","3,4","7","","","","","","","","","","","","","3,154","23","3,327","42"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия по транспорт ""Гоце Делчев""","3,31","97","","","4,43","1","2,99","1","3,02","28","","","3,36","5","3,62","59","4,12","9","","","","","","","","","","","3,488","103","3,402","200"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия          по електротехника и електроника","4,17","167","4,19","12","3,97","5","4,5","24","3,55","15","","","4","2","4,18","50","4,79","61","","","","","","","","","","","4,382","169","4,278","336"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия по механотехника ""Професор Цветан Лазаров"" - гр. Пловдив","3,65","93","","","","","","","3,44","17","","","3,11","3","3,8","53","4,6","26","","","3,35","1","","","","","","","3,921","100","3,79","193"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия по   вътрешна архитектура и дървообработване ""Христо Ботев""","3,12","32","","","","","","","3,06","12","","","3,35","4","3,28","15","4,88","2","3,28","1","","","","","","","","","3,305","34","3,213","66"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия   по кожени изделия и текстил ""Д-р Иван Богоров""","2,89","10","","","","","","","","","","","3,22","3","3,38","5","","","","","","","","","","","","","3,32","8","3,083","18"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия по машиностроене","3,05","37","","","2,58","2","","","2,93","23","2,97","1","","","2,93","12","3,05","4","","","","","","","","","","","2,922","42","2,982","79"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия по    строителни технологии","3,08","36","","","","","","","2,96","8","","","3,27","1","3,48","26","","","","","","","","","","","","","3,353","35","3,213","71"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия по архитектура,   строителство и геодезия","4,34","189","3,79","47","3,74","7","3,31","2","3,42","27","","","4,19","18","4,33","35","4,77","51","4,84","1","4,14","3","","","","","","","4,138","191","4,238","380"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия    по туризъм ""Проф. д-р Асен Златаров""","3,99","139","","","","","","","3,62","29","","","3,83","20","4,11","77","4,67","16","","","","","","","","","","","4,037","142","4,015","281"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия по  битова техника","3,67","65","","","3,19","2","3,72","8","3,29","12","","","3,41","15","4,21","21","4,15","8","","","","","","","","","","","3,761","66","3,717","131"
"Пловдив","Пловдив","Държавно","професионална гимназия","Професионална гимназия по хранителни технологии и техника","4,05","118","2,84","1","5,56","1","","","3,3","8","4,48","8","4,05","42","4,31","30","4,73","27","","","3,63","2","","","","","","","4,247","119","4,15","237"
"Пловдив","Пловдив","Държавно","спортно","Спортно училище "" Васил Левски""","3,88","67","","","3,66","4","","","3,3","11","","","3,68","2","3,81","39","4,18","13","","","","","","","","","","","3,786","69","3,83","136"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно     общообразователно    училище      ""Найден Геров""","2,99","6","","","","","","","","","","","3,21","4","2,71","2","","","","","","","","","","","","","3,038","6","3,015","12"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,75","17","","","","","","","3,03","1","","","","","4,03","17","","","","","","","","","","","","","3,97","18","3,864","35"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,55","19","","","","","","","3,43","20","","","","","","","","","","","","","","","","","","","3,425","20","3,484","39"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Св.Паисий Хилендарски""","4,09","93","4,09","3","3,22","1","5,07","1","3,71","3","","","5,54","1","4,32","50","4,93","34","","","","","","","","","","","4,528","93","4,309","186"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно   училище","3,98","31","2,7","1","","","","","3,11","8","","","3,84","9","3,83","5","4,43","7","","","3,95","1","","","","","","","3,752","31","3,865","62"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Свети Патриарх Евтимий""","4,73","56","3,15","3","","","4,48","7","3,41","10","5,75","1","4,57","2","5,25","8","5,09","24","","","4,64","2","","","","","","","4,619","57","4,674","113"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Свети Свети Кирил и Методий""","4,06","78","2,88","2","3,37","7","4,24","1","3,52","16","","","4,13","5","4,36","31","4,94","18","","","","","","","","","","","4,182","80","4,123","158"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Свети Седмочисленици""","3,97","19","","","","","","","3,82","7","","","3,53","1","4,47","7","4,38","4","","","","","","","","","","","4,161","19","4,063","38"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно  училище","3,86","18","3,9","1","","","","","2,53","1","","","4,29","1","4,48","13","4,81","2","","","","","","","","","","","4,364","18","4,112","36"
"Пловдив","Пловдив","общинско","общообразователно","СОУ ""Д. Матевски""","","","","","","","","","2,84","1","","","","","","","","","","","","","","","","","","","2,84","1","2,84","1"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Братя Миладинови""","3,3","41","","","","","","","3,29","3","","","3,44","7","3,26","18","4,56","8","5,07","1","","","","","","","","","3,625","37","3,452","78"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,93","61","","","4,24","4","4,44","2","2,97","3","4,24","1","4,03","14","4,45","38","5,19","2","","","","","","","","","","","4,295","64","4,115","125"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище  ""Св. Константин-Кирил Философ""","3,98","18","","","3,53","1","","","4,23","2","","","","","4,22","5","5,09","10","","","","","","","","","","","4,667","18","4,324","36"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Пейо Крачолов Яворов","4,03","61","","","4,75","1","","","3","5","","","4,03","13","3,96","17","4,58","25","","","","","","","","","","","4,165","61","4,095","122"
"Пловдив","Пловдив","Държавно","по изкуствата","Национална художествена гимназия ""Цанко Лавренов""","4,6","30","4,46","1","2,91","2","","","3,75","1","","","4,22","4","5,17","6","4,65","17","","","","","","","","","","","4,549","31","4,576","61"
"Пловдив","Пловдив","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище   ""Черноризец Храбър""","4,11","38","","","","","","","3,93","14","","","3,66","9","4,48","5","4,61","10","","","","","","","","","","","4,116","38","4,114","76"
"Пловдив","Пловдив","Общинско","профилирана гимназия","Френска езикова гимназия „Антоан дьо Сент-Екзюпери""","5","207","3,67","7","4,35","5","5,93","1","3,99","5","5,67","1","4,52","18","5,08","47","5,3","91","","","","","","","5,19","32","","","5,062","207","5,032","414"
"Пловдив","Пловдив","Частно","V - ХІІ клас","Частна профилирана гимназия Едмънд Бърк","3,29","1","","","","","","","","","","","","","","","","","","","","","5,65","1","","","","","5,65","1","4,47","2"
"Пловдив","Пловдив","Частно","профилирана гимназия","Частна профилирана гимназия  с чуждоезиково обучение  ""Стоянстрой""","4,73","13","","","3,84","1","","","","","","","","","","","5,09","11","","","","","","","","","","","4,989","12","4,854","25"
"Пловдив","Пловдив","Частно","профилирана гимназия","Частна профилирана гимназия  ""Класик""","4,52","29","","","3,05","2","","","3,58","1","","","","","","","5,21","24","","","","","3,49","1","","","","","4,94","28","4,727","57"
"Пловдив","Пловдив","Частно","професионална гимназия","Частна професионална гимназия   по икономика и управление","3,85","11","","","2,81","2","","","3,62","4","","","2,84","1","","","4,63","4","","","","","","","","","","","3,766","11","3,807","22"
"Пловдив","Първомай","Държавно","професионална гимназия","Професионална гимназия  по селско стопанство ""Васил Левски""","3,59","79","","","","","","","4,26","10","6","1","4,38","1","3,6","65","4,54","3","","","","","","","","","","","3,758","80","3,676","159"
"Пловдив","Първомай","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище  ""Проф. д-р Асен Златаров""","4,67","47","5,66","4","3,22","5","","","4,18","1","","","4,63","3","4,44","23","5,61","12","","","","","","","","","","","4,714","48","4,69","95"
"Пловдив","Белозем","Държавно","професионална гимназия","Професионална гимназия по селско стопанство","3,17","44","","","2,79","5","","","2,82","35","","","","","3,79","6","2,7","1","","","","","","","","","","","2,936","47","3,051","91"
"Пловдив","Раковски","Общинско","професионална гимназия","Професионална гимназия   ""Петър Парчевич""","3,27","61","","","","","","","2,82","34","","","3,9","2","3,47","17","4,08","7","","","","","","","","","","","3,187","60","3,228","121"
"Пловдив","Садово","Държавно","професионална гимназия","Селскостопанска гимназия","2,86","22","","","","","","","2,99","11","","","","","2,97","9","3,67","1","","","","","","","","","","","3,013","21","2,935","43"
"Пловдив","Сопот","Държавно","професионална гимназия","Професионална гимназия","4,03","140","4,88","4","4,17","9","","","3,54","39","5,61","1","3,95","14","4,08","56","4,8","18","","","","","","","","","","","4,047","141","4,037","281"
"Пловдив","Стамболийски","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище Отец Паисий","3,2","17","","","","","","","2,75","4","","","3,34","1","3,4","9","3,66","4","","","","","","","","","","","3,313","18","3,257","35"
"Пловдив","Съединение","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище  ""Христо Ботев""","3,16","20","","","3,5","1","","","","","","","","","3,26","21","5,49","1","","","","","","","","","","","3,366","23","3,27","43"
"Пловдив","Хисаря","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Христо Смирненски""","3,9","45","","","4,24","1","","","","","","","4,31","2","4,01","37","5,26","1","","","","","","","","","","","4,061","41","3,977","86"
"Разград","Завет","Общинско","професионална гимназия","Професионална гимназия по земеделие","3,13","34","","","","","","","2,78","21","","","","","3,75","14","4,64","1","","","","","","","","","","","3,212","36","3,17","70"
"Разград","Завет","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище,,Свети Свети Кирил и Методий""","3,3","22","","","","","","","3,47","7","","","3,46","1","3,73","14","","","","","","","","","","","","","3,634","22","3,467","44"
"Разград","Исперих","Общинско","профилирана гимназия","Гимназия","3,87","66","4,55","2","3,9","3","5,51","1","4,85","6","5,22","3","4,7","1","4,12","43","4,62","4","","","","","","","","","","","4,306","63","4,086","129"
"Разград","Исперих","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО СЕЛСКО СТОПАНСТВО","3,1","56","","","","","","","2,88","50","","","","","3,51","7","","","","","","","","","","","","","2,958","57","3,027","113"
"Разград","Кубрат","Държавно","професионална гимназия","Професионална гимназия","3,17","23","","","","","","","","","","","","","3,71","24","","","","","","","","","","","","","3,714","24","3,447","47"
"Разград","Кубрат","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,62","41","","","3,81","1","","","4,43","1","","","3,88","22","4,8","7","5,58","10","","","","","","","","","","","4,467","41","4,545","82"
"Разград","Лозница","Общинско","професионална гимназия","Професионална гимназия по   ветеринарна медицина и земеделие","3,48","49","","","","","","","3,07","14","","","","","3,94","34","","","","","","","","","","","","","3,685","48","3,581","97"
"Разград","Разград","Общинско","профилирана гимназия","Гимназия с преподаване на чужди езици  ""Екзарх Йосиф""","5","102","5,08","4","5,48","3","4,26","2","4,32","1","6","1","4,61","7","5,05","26","5,4","53","4,87","3","5,35","2","","","","","","","5,204","102","5,1","204"
"Разград","Разград","Общинско","профилирана гимназия","Природоматематическа    гимназия","5,11","99","5,43","10","6","1","5,75","1","4,67","8","5,7","1","4,13","4","5,64","35","5,48","39","","","","","","","","","","","5,422","99","5,268","198"
"Разград","Разград","Държавно","професионална гимназия","Професионална гимназия по облекло","3,25","16","","","","","","","3,78","1","","","","","3,42","15","","","","","","","","","","","","","3,445","16","3,348","32"
"Разград","Разград","Държавно","професионална гимназия","Професионална гимназия по селско стопанство  и хранително-вкусови технологии","3,02","43","2,53","1","","","","","2,84","3","","","","","3,54","38","","","","","","","","","","","","","3,466","42","3,243","85"
"Разград","Разград","Държавно","професионална гимназия","Професионална гимназия по транспорт  и строителство","2,88","37","","","","","","","2,81","14","","","","","3,1","23","","","","","","","","","","","","","2,993","37","2,938","74"
"Разград","Разград","Държавно","професионална гимназия","Професионална гимназия   по химични технологии и биотехнологии","3,11","51","","","4,75","1","","","","","","","","","3,47","48","","","","","","","","","","","","","3,492","49","3,299","100"
"Разград","Разград","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ по ИКОНОМИКА","3,73","108","","","3,95","2","","","3,65","15","","","4,56","1","4,23","81","3,88","10","","","","","","","","","","","4,112","109","3,922","217"
"Разград","Разград","Държавно","професионална гимназия","Професионална техническа гимназия ""Шандор Петьофи""","3,67","106","4,04","3","4,1","5","3,64","30","3,2","22","","","3,45","9","4,05","22","3,94","19","","","","","","","","","","","3,701","110","3,686","216"
"Разград","Разград","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Христо Ботев""","3,84","14","","","","","","","4,36","2","","","","","3,83","10","3,85","3","","","","","","","","","","","3,905","15","3,874","29"
"Разград","Разград","Общинско","спортно","Спортно училище - Разград","2,94","12","","","","","","","2,64","2","","","","","3,52","9","","","","","","","","","","","","","3,356","11","3,14","23"
"Разград","Самуил","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище""Св. Св. Кирил и Методий"" -","3,31","20","","","","","","","","","","","","","3,81","20","","","","","","","","","","","","","3,808","20","3,557","40"
"Разград","Цар Калоян","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,73","21","","","5,6","1","","","4,49","6","","","","","4,14","13","5,35","1","","","","","","","","","","","4,363","21","4,045","42"
"Русе","","общинско","общообразователно","РИО РУСЕ","","","","","","","","","2,88","1","","","","","","","","","","","","","","","","","","","2,88","1","2,88","1"
"Русе","Бяла","Държавно","професионална гимназия","Професионална гимназия","3,09","26","","","","","","","2,77","23","","","","","3,86","2","","","","","","","","","","","","","2,86","25","2,976","51"
"Русе","Бяла","Общинско","V - ХІІ клас","Средно общообразователно училище","3,92","35","","","","","","","3,26","19","","","","","4,33","11","4,89","7","","","","","","","","","","","3,888","37","3,902","72"
"Русе","Ветово","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,44","10","","","","","","","2,88","9","","","","","3,48","1","","","","","","","","","","","","","2,944","10","3,193","20"
"Русе","Глоджево","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,67","15","","","4,64","1","","","3,23","13","","","","","4,1","3","","","","","","","","","","","","","3,469","17","3,562","32"
"Русе","Глоджево","Частно","профилирана гимназия","Частна английска езикова гимназия","3,89","8","","","","","","","3,06","4","","","","","5,72","1","3,93","3","","","","","","","","","","","3,716","8","3,803","16"
"Русе","Две могили","Държавно","професионална гимназия","Професионална гимназия  по селско стопанство  К. А. Тимирязев","3,3","21","","","","","","","3,55","20","","","","","3,48","2","","","","","","","","","","","","","3,541","22","3,423","43"
"Русе","Две могили","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,35","25","","","4,9","4","","","4,08","11","","","","","4,25","8","5,66","2","","","","","","","","","","","4,392","25","4,37","50"
"Русе","Русе","Общинско","профилирана гимназия","Английска гимназия „Гео Милев“","5,11","87","5,46","3","","","","","","","","","4,71","5","5,15","4","5,69","75","","","","","","","","","","","5,6","87","5,357","174"
"Русе","Русе","Общинско","V - ХІІ клас","Математическа гимназия ""Баба Тонка""","5,27","128","5,53","63","5,78","1","5,61","2","","","5,81","1","4,73","1","5,86","21","5,62","39","","","","","","","","","","","5,61","128","5,439","256"
"Русе","Русе","Държавно","по изкуствата","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА","4,19","34","","","5,63","1","","","3,64","4","","","3,66","5","4,1","16","5","9","","","","","","","","","","","4,259","35","4,224","69"
"Русе","Русе","Държавно","професионална гимназия","Професионална гимназия по електротехника и електроника","3,84","100","3,73","2","4,72","5","4,13","3","3,37","24","","","3,49","1","4,17","34","4,53","35","","","","","","","","","","","4,115","104","3,978","204"
"Русе","Русе","Държавно","професионална гимназия","Професионална  гимназия  по строителство, архитектура и геодезия","3,99","72","3,23","3","3,46","2","","","3,66","22","","","3,49","1","4,57","25","4,43","20","","","","","","","","","","","4,153","73","4,072","145"
"Русе","Русе","Държавно","професионална гимназия","Професионална гимназия по дървообработване и вътрешна архитектура","3,59","63","4,32","1","","","","","3,34","9","","","3,63","4","3,94","45","3,92","5","","","","","","","","","","","3,84","64","3,716","127"
"Русе","Русе","Държавно","професионална гимназия","Професионална гимназия по промишлени технологии","3,14","55","","","","","","","3,08","16","","","","","3,44","30","3,15","5","3,11","2","","","","","","","","","3,291","53","3,216","108"
"Русе","Русе","Държавно","професионална гимназия","Професионална гимназия   по икономика и управление","4,86","126","4,43","11","4,29","7","","","3,87","20","5,26","4","4,63","35","5,01","6","5,16","43","","","","","","","","","","","4,693","126","4,774","252"
"Русе","Русе","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО МЕХАНОТЕХНИКА ""Юрий Гагарин""","3,46","42","","","","","","","2,94","17","","","3,17","2","3,53","22","3,73","8","","","2,66","1","","","","","","","3,33","50","3,389","92"
"Русе","Русе","Държавно","професионална гимназия","Професионална гимназия по облекло","3,63","65","3,15","1","2,77","1","","","2,78","9","","","3,52","17","3,77","37","","","","","","","","","","","","","3,538","65","3,582","130"
"Русе","Русе","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО   РЕЧНО КОРАБОСТРОЕНЕ И КОРАБОПЛАВАНЕ","3,49","25","","","","","","","3,31","3","","","","","3,82","19","3,99","3","","","","","","","","","","","3,783","25","3,637","50"
"Русе","Русе","Държавно","професионална гимназия","Професионална гимназия   по селско стопанство","3,31","18","","","","","","","","","","","3,32","1","3,43","16","","","","","","","","","","","","","3,426","17","3,365","35"
"Русе","Русе","Държавно","професионална гимназия","Професионална гимназия  по туризъм","3,93","109","","","","","","","3,69","21","","","3,78","13","4,08","51","3,96","31","","","","","3,11","1","","","","","3,939","117","3,936","226"
"Русе","Русе","Държавно","професионална гимназия","Професионална гимназия по   транспорт","3,15","33","","","","","","","3,24","10","","","2,92","1","3,46","17","3,06","1","","","","","","","","","","","3,351","29","3,244","62"
"Русе","Русе","Частно","СОУ (І - ХІІ клас)","Първо частно СОУ","4,72","10","3,34","1","","","","","","","","","","","3,61","1","5,51","7","4,43","1","","","","","","","","","4,996","10","4,857","20"
"Русе","Русе","Държавно","спортно","Спортно училище","3,41","29","","","","","","","3,45","1","","","3,34","9","4,14","14","4,64","5","","","","","","","","","","","3,951","29","3,68","58"
"Русе","Русе","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище   ""Възраждане""","4,03","47","","","3,58","2","3,78","1","3,82","7","","","3,91","2","3,95","21","4,72","13","4,93","2","","","","","","","","","4,159","48","4,097","95"
"Русе","Русе","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,55","54","5,44","3","5,74","1","","","4,18","10","","","4,12","4","5,06","19","4,8","18","","","","","","","","","","","4,78","55","4,664","109"
"Русе","Русе","Частно","духовно","Средно общообразователно   духовно училище","3,41","10","","","","","","","3,35","5","","","","","4,56","4","","","","","","","","","","","","","3,888","9","3,637","19"
"Русе","Русе","Общинско","СОУ (І - ХІІ клас)","СОУ за европейски езици","4,65","121","4,18","6","4,87","8","","","4,08","7","","","4,17","9","4,92","16","5,27","56","5,4","4","4,77","7","4,11","5","5,16","3","","","4,916","121","4,785","242"
"Русе","Русе","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище  ""Христо Ботев""","4,31","37","4,35","1","","","","","4,13","7","","","4,87","7","4,57","10","5,12","12","","","","","","","","","","","4,715","37","4,513","74"
"Русе","Русе","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище с преподаване на немски език","4,94","50","","","","","","","4,91","5","","","4,8","8","5,16","4","5,16","30","","","5,59","4","","","","","","","5,111","51","5,026","101"
"Русе","Русе","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Йордан Йовков""""","3,84","7","","","3,81","2","","","3,07","2","","","","","4,25","2","5,26","1","","","","","","","","","","","3,929","7","3,885","14"
"Русе","Русе","Частно","профилирана гимназия","Частна профилирана гимназия","4,47","3","","","","","","","","","","","","","4,31","3","","","","","","","","","","","","","4,307","3","4,387","6"
"Русе","Сливо поле","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,65","7","","","","","","","3,48","7","","","","","","","","","","","","","","","","","","","3,484","7","3,567","14"
"Силистра","Главиница","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Васил Левски""","3,63","24","","","","","","","3,35","12","","","","","4,86","13","","","","","","","","","","","","","4,136","25","3,886","49"
"Силистра","Дулово","Държавно","професионална гимназия","Професионална гимназия по облекло, обслужване и транспорт","3,2","55","","","","","","","3","19","","","","","3,78","38","2,9","1","","","","","","","","","","","3,512","58","3,362","113"
"Силистра","Дулово","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Васил Левски""","4,02","55","","","4,65","6","","","4,29","1","","","","","5","45","5,65","2","5,6","1","","","","","","","","","4,986","55","4,503","110"
"Силистра","Окорш","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Йордан Йовков""","3,71","17","","","","","","","3,44","18","","","","","","","","","","","","","","","","","","","3,439","18","3,57","35"
"Силистра","Паисиево","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Христо Ботев""","3,6","21","","","","","","","3,02","11","4,42","11","","","","","4,87","1","","","","","","","","","","","3,772","23","3,689","44"
"Силистра","Средище","Държавно","професионална гимназия","Професионална гимназия по механизация на селското стопанство ""Никола Й. Вапцаров""","3,27","35","","","","","","","3,09","37","","","","","","","","","","","","","","","","","","","3,089","37","3,175","72"
"Силистра","Силистра","Държавно","професионална гимназия","Професионална земеделска гимназия","3,07","70","","","","","","","3,21","3","","","","","3,4","66","","","","","","","","","","","","","3,394","69","3,233","139"
"Силистра","Силистра","Общинско","профилирана гимназия","Езикова гимназия ""Пейо Яворов""","5,11","33","","","5,78","1","","","3,88","4","5,89","1","","","5,56","9","5,74","14","","","5,29","4","","","","","","","5,418","33","5,266","66"
"Силистра","Силистра","Общинско","профилирана гимназия","Природоматематическа гимназия","4,78","63","4,44","15","4,85","2","","","4,08","3","","","5,51","2","5,6","19","5,28","22","","","","","","","","","","","5,114","63","4,946","126"
"Силистра","Силистра","Държавно","професионална гимназия","Професионална гимназия по механотехника ""Владимир Комаров""","3,18","62","","","","","","","2,96","42","","","3,16","4","3,85","18","4,43","6","","","","","","","","","","","3,327","70","3,259","132"
"Силистра","Силистра","Държавно","професионална гимназия","Професионална гимназия по лека промишленост","3,07","27","","","","","","","","","","","","","3,17","26","3,28","1","","","","","","","","","","","3,173","27","3,124","54"
"Силистра","Силистра","Държавно","професионална гимназия","Професионална гимназия по стопанско управление, администрация и услуги","4,33","94","4,09","1","","","","","3,74","28","5,29","1","3,75","5","4,47","39","5,19","20","4,98","1","","","","","","","","","4,378","95","4,353","189"
"Силистра","Силистра","Държавно","професионална гимназия","Професионална гимназия по строителство","3,43","2","","","","","","","","","","","","","3,95","3","","","","","","","","","","","","","3,947","3","3,738","5"
"Силистра","Силистра","Държавно","професионална гимназия","Професионална гимназия по производствени технологии","3,47","41","","","","","","","","","","","3,51","2","4","39","","","","","","","","","","","","","3,975","41","3,721","82"
"Силистра","Силистра","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,09","38","","","","","","","4,43","9","","","3,87","1","4,36","26","4,4","3","","","","","","","","","","","4,368","39","4,232","77"
"Силистра","Силистра","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","","","","","","","","","","","","","","","3,95","1","","","","","","","","","","","","","3,95","1","3,95","1"
"Силистра","Силистра","Общинско","спортно","Общинско спортно училище ""Дръстър"" - Силистра","3,37","17","","","","","","","3,48","5","","","","","3,76","11","","","","","","","","","","","","","3,673","16","3,518","33"
"Силистра","Ситово","Общинско","професионална гимназия","Професионална гимназия по селско стопанство","2,99","28","","","2,44","1","","","2,81","26","","","","","","","","","","","","","","","","","","","2,798","27","2,895","55"
