"﻿Област","Населено място","училище","училище","Училище","БЕЛ Ср.усп.","БЕЛ Бр.","МАТ Ср.усп.","МАТ Бр.","ИСТ Ср.усп.","ИСТ Бр.","ФА Ср.усп.","ФА Бр.","ГЕО Ср.усп.","ГЕО Бр.","ХООС Ср.усп.","ХООС Бр.","ФИЛ Ср.усп.","ФИЛ Бр.","БЗО Ср.усп.","БЗО Бр.","АЕ Ср.усп.","АЕ Бр.","РЕ Ср.усп.","РЕ Бр.","НЕ Ср.усп.","НЕ Бр.","ИспЕ Ср.усп.","ИспЕ Бр.","ФрЕ Ср.усп.","ФрЕ Бр.","ИтЕ Ср.усп.","ИтЕ Бр.","2ДЗИ Ср.усп.","2ДЗИ Бр.","ср.успех","общо"
"София-област","Своге","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,31","29","","","","","","","3,47","13","","","4,88","2","4,75","8","5,71","7","","","","","","","","","","","4,43","30","4,369","59"
"София-област","Своге","Държавно","професионална гимназия","Професионална гимназия   ""Велизар Пеев""","4,17","101","","","4,29","23","","","3,29","40","","","4,31","20","4,77","2","4,52","17","","","","","","","","","","","3,95","102","4,059","203"
"София-област","Сливница","Държавно","професионална гимназия","Професионална гимназия по транспорт ""Никола Йонков Вапцаров""","3,27","24","","","","","","","2,77","1","","","","","3,34","29","","","","","","","","","","","","","3,318","30","3,296","54"
"София-област","Сливница","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище   ,,Св.Св.Кирил и Методий","4,03","25","","","","","","","4,16","14","","","","","4,38","11","3,28","1","","","","","","","","","","","4,221","26","4,127","51"
"София-област","Челопеч","Частно","профилирана гимназия","Частна профилирана гимназия  с чуждоезиково обучение","5,16","30","","","5,84","1","","","4,23","4","","","","","4,93","4","5,15","21","","","","","","","","","","","5,018","30","5,088","60"
"Стара Загора","Гурково","Общинско","СОУ (І - ХІІ клас)","СРЕДНО ОБЩООБРАЗОВАТЕЛНО УЧИЛИЩЕ ""Христо Смирненски"" град Гурково","3,49","14","","","","","","","3,43","1","","","","","3,82","12","5,43","1","","","","","","","","","","","3,909","14","3,699","28"
"Стара Загора","Гълъбово","Общинско","професионална гимназия","Професионална гимназия   по енергетика и електротехника","3,14","91","","","","","","","2,88","86","","","","","","","4,96","6","","","","","","","","","","","3,011","92","3,077","183"
"Стара Загора","Гълъбово","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище   "" Васил Левски""","3,4","24","3,61","1","","","","","2,99","22","","","","","","","5,37","2","","","","","","","","","","","3,208","25","3,303","49"
"Стара Загора","Казанлък","Общинско","гимназия (ІХ - ХІІ клас)","Гимназия ""Академик Петко Стайнов""","4","4","","","","","","","","","","","3,81","3","","","5,61","1","","","","","","","","","","","4,258","4","4,128","8"
"Стара Загора","Казанлък","Държавно","по изкуствата","Национална гимназия  по пластични изкуства и дизайн ""Акад. Дечко Узунов""","4,68","49","3,07","1","","","","","3,27","2","","","4,52","17","4,38","13","5,08","15","","","5,58","1","","","","","","","4,598","49","4,638","98"
"Стара Загора","Казанлък","Общинско","профилирана гимназия","Природо-математическа гимназия ""Никола Обрешков""","5,01","104","5,19","25","3,53","1","5,55","2","4,5","7","5,41","6","4,81","5","5,41","16","5,31","41","","","5,6","1","","","","","","","5,211","104","5,111","208"
"Стара Загора","Казанлък","Държавно","професионална гимназия","Професионална гимназия по лека промишленост и туризъм","3,72","59","","","4,48","4","","","3,48","7","","","4,35","5","3,85","38","4,52","5","","","","","","","","","","","3,947","59","3,834","118"
"Стара Загора","Казанлък","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ   ПО ТРАНСПОРТ И ТРАНСПОРТЕН МЕНИДЖМЪНТ","3,59","69","","","4,98","3","","","2,94","4","","","","","3,83","54","4,01","6","","","","","","","","","","","3,842","67","3,712","136"
"Стара Загора","Казанлък","Държавно","професионална гимназия","ПРОФЕСИОНАЛНА ГИМНАЗИЯ  ""Иван Хаджиенов"" Казанлък","3,58","39","","","4,92","1","3,75","1","3,53","5","","","3,32","27","4,11","3","4,11","6","","","","","","","","","","","3,556","43","3,565","82"
"Стара Загора","Казанлък","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Екзарх Антим І""","4,4","84","4,61","3","4,34","6","","","4,32","1","","","","","4,61","44","5,14","29","5,81","1","","","","","","","","","4,785","84","4,592","168"
"Стара Загора","Казанлък","Общинско","профилирана гимназия","Хуманитарна гимназия ""Св. Св. Кирил и Методий""","4,45","60","","","5,24","1","","","4,67","10","","","4,97","5","4,24","25","4,9","17","","","","","","","","","","","4,587","58","4,518","118"
"Стара Загора","Казанлък","Държавно","професионална гимназия","Професионална гимназия по строителство","2,69","8","","","2,84","1","","","2,87","6","","","2,88","1","3,42","1","","","","","","","","","","","","","2,927","9","2,816","17"
"Стара Загора","Мъглиж","Държавно","професионална гимназия","Професионална гимназия   по селско стопанство","3,08","46","","","","","","","2,88","43","","","","","2,97","1","","","","","","","","","","","","","2,879","44","2,983","90"
