"﻿Област","Община","Населено място","Код по Админ","Училище","БЕЛ Ср.Усп","БЕЛ Бр.","МАТ Ср.Усп","МАТ Бр.","ИЦ Ср.Усп","ИЦ Бр.","ФА Ср.Усп","ФА Бр.","ГИ Ср.Усп","ГИ Бр.","ХООС Ср.Усп","ХООС Бр.","ФИЛ Ср.Усп","ФИЛ Бр.","БЗО Ср.Усп","БЗО Бр.","АЕ Ср.Усп","АЕ Бр.","РЕ Ср.Усп","РЕ Бр.","НЕ Ср.Усп","НЕ Бр.","ИспЕ Ср.Усп","ИспЕ Бр.","ФрЕ Ср.Усп","ФрЕ Бр.","ИтЕ Ср.Усп","ИтЕ Бр.","2ДЗИ Ср.Усп","2ДЗИ Бр.","ср.успех","общо"
"Плевен","Плевен","Плевен","1500151","Професионална гимназия по подемна, строителна и транспортна техника ""Г.С.Раковски""","3,02","51","","","2,46","2","","","2,99","14","","","","","3,28","26","","","","","","","","","","","","","3,15","42","3,07","93"
"Плевен","Плевен","Плевен","1500149","Професионална гимназия по ресторантьорство, търговия и обслужване","3,55","77","","","2,66","1","","","3,7","12","","","4,34","2","3,66","38","4,67","1","","","","","","","","","","","3,7","54","3,61","131"
"Плевен","Плевен","Плевен","1500144","Професионална гимназия по строителство, архитектура и геодезия ""Никола Фичев""","3,7","26","2,86","1","","","","","3,29","7","","","","","4,36","8","6","1","","","","","","","","","","","3,93","17","3,79","43"
"Плевен","Плевен","Плевен","1500153","Професионална гимназия по туризъм ""Алеко Константинов""","4,27","85","2,93","2","3,79","8","","","3,44","5","","","","","4,19","22","4,97","19","4,51","3","","","","","","","5,91","4","4,4","63","4,33","148"
"Плевен","Плевен","Плевен","1500141","Професионална гимназия по механоелектротехника","3,68","49","","","4,05","4","3,48","1","3,71","9","","","","","3,98","28","5,01","9","","","","","","","","","","","4,11","51","3,9","100"
"Плевен","Плевен","Плевен","1500138","Спортно училище ""Георги Бенковски""","3,62","44","","","","","","","3,41","2","","","4,32","1","3,73","16","","","","","","","","","","","","","3,73","19","3,65","63"
"Плевен","Плевен","Плевен","1500135","Средно училище ""Пейо Крачолов Яворов""","3,9","34","","","","","","","","","","","","","3,86","22","5,25","11","","","","","","","","","","","4,33","33","4,11","67"
"Плевен","Плевен","Плевен","1500132","Средно училище ""Анастасия Димитрова""","4,1","17","2,88","1","3,12","3","","","2,96","3","","","3,86","2","4,56","8","4,37","2","","","","","","","","","","","3,9","19","3,99","36"
"Плевен","Плевен","Плевен","1500134","Средно училище "" ИВАН ВАЗОВ ""","4,8","77","3,98","10","4,64","6","","","4,29","16","5,24","6","4,5","1","5,05","14","5,52","23","","","5,92","1","","","","","","","4,88","77","4,84","154"
"Плевен","Плевен","Плевен","1500133","Средно училище ""Стоян Заимов""","4,4","39","","","3,91","3","","","3,49","2","","","4,27","2","4,56","25","5,35","9","","","","","","","","","","","4,62","41","4,51","80"
"Плевен","Плевен","Плевен","1500136","Средно училище ""Христо Смирненски""","3,37","13","","","4,41","1","","","3,39","4","","","","","3,54","5","5,04","2","","","","","","","","","","","3,81","12","3,58","25"
"Плевен","Плевен","Славяново","1500137","Средно училище ""Христо Ботев""","3,17","4","","","","","","","3,02","6","","","","","","","","","","","","","","","","","","","3,02","6","3,08","10"
"Плевен","Пордим","Пордим","1500306","Професионална гимназия по селско стопанство ""Д-р Едуард Хаскел""","","","","","","","","","2,26","1","","","","","","","","","","","","","","","","","","","2,26","1","2,26","1"
"Плевен","Пордим","Пордим","1500305","Средно училище ""Свети Свети Кирил и Методий""","3,21","11","","","","","","","","","","","","","3,62","11","","","","","","","","","","","","","3,62","11","3,42","22"
"Плевен","Червен бряг","Койнаре","1500216","Средно училище "" Христо Смирненски""","3,12","25","","","2,83","2","","","2,86","11","","","","","4,51","10","","","","","","","","","","","","","3,57","23","3,34","48"
"Плевен","Червен бряг","Червен бряг","1500217","Професионална гимназия по хранителни технологии ""Юрий Гагарин""","3,2","15","","","","","","","3,01","3","","","","","3,4","15","","","","","","","","","","","","","3,34","18","3,27","33"
"Плевен","Червен бряг","Червен бряг","1500218","Професионална гимназия по механоелектротехника ""Девети май""","3,41","44","4,41","1","","","","","3,29","29","","","","","3,8","9","4,81","5","","","","","","","","","","","3,59","44","3,5","88"
"Плевен","Червен бряг","Червен бряг","1500215","Средно училище ""Д-р Петър Берон""","4,76","30","","","","","","","3,91","10","","","","","4,79","11","5,52","9","","","","","","","","","","","4,72","30","4,74","60"
"Плевен","Червен бряг","Червен бряг","1500219","Търговска гимназия "" Васил Евстатиев Априлов ""","4,38","43","4,64","5","6","1","","","4,01","22","","","","","4,32","7","5,63","7","","","","","","","","","","","4,45","42","4,42","85"
"Плевен","Червен бряг","Чомаковци","1500220","Професионална гимназия по земеделско стопанство ""Александър Стамболийски""","2,94","30","","","","","","","2,86","23","","","","","","","","","","","","","","","","","","","2,86","23","2,9","53"
"Пловдив","Асеновград","Асеновград","1600617","Професионална гимназия по Хранително-вкусови технологии ""Св. Димитрий Солунски""","3,3","67","","","","","","","2,88","40","","","","","3,59","4","5","2","","","","","","","","","","","3,03","46","3,19","113"
"Пловдив","Асеновград","Асеновград","1600128","Професионална гимназия "" Свети Патриарх Евтимий ""","2,98","41","","","","","","","2,53","5","","","","","2,38","3","","","","","","","","","","","","","2,47","8","2,9","49"
"Пловдив","Асеновград","Асеновград","1600618","Професионална гимназия ""Цар Иван Асен ІІ""","3,63","73","","","3,11","1","","","2,86","35","","","4,13","12","3,49","27","5,15","3","","","","","","","","","","","3,36","78","3,49","151"
"Пловдив","Асеновград","Асеновград","1600116","Средно училище ""Свети свети Кирил и Методий""","4,61","118","","","","","5,91","1","4,37","36","5,29","1","4,37","11","4,52","56","5,44","13","","","","","","","","","","","4,58","118","4,59","236"
"Пловдив","Асеновград","Асеновград","1600114","Средно училище „Свети княз Борис I”","4,67","61","3,81","6","","","","","3,73","4","","","3,71","10","4,27","17","4,99","24","","","","","","","","","","","4,38","61","4,52","122"
"Пловдив","Брезово","Брезово","1600706","Професионална гимназия ""Златю Бояджиев"" гр. Брезово","3,2","25","","","","","","","","","","","3,53","1","3,16","7","","","","","","","","","","","","","3,21","8","3,2","33"
"Пловдив","Брезово","Брезово","1600705","Средно училище ""Христо Смирненски""","3,69","10","","","","","","","3,1","7","","","3,29","1","3,78","1","4,78","1","","","","","","","","","","","3,36","10","3,52","20"
"Пловдив","Карлово","Калофер","1601365","Професионална гимназия по облекло ""Иванка Ботева""","3,23","30","","","","","","","3,16","13","","","","","3,17","16","","","","","","","","","","","","","3,16","29","3,2","59"
"Пловдив","Карлово","Карлово","1601364","Професионална гимназия ""Братя Евлогий и Христо Георгиеви""","3,24","45","","","","","5,85","1","2,78","25","","","","","3,27","19","4,53","2","","","","","","","","","","","3,12","47","3,18","92"
"Пловдив","Карлово","Карлово","1601361","Професионална гимназия по железопътен транспорт ""Христо Смирненски""","3,22","49","","","","","","","2,78","12","","","3,2","5","3,17","18","4,93","6","","","","","","","","","","","3,32","41","3,26","90"
"Пловдив","Карлово","Карлово","1601302","Средно училище ""Христо Проданов""","4,21","79","3,52","5","4,9","1","","","3,84","17","","","","","3,78","33","5,32","24","","","","","","","","","","","4,25","80","4,23","159"
"Пловдив","Карлово","Карлово","1601301","Средно училище ""Васил Левски""","5,02","64","","","","","","","4,31","7","","","4,6","2","4,59","17","5,51","38","","","","","","","","","","","5,11","64","5,06","128"
"Пловдив","Карлово","Клисура","1600623","Професионална гимназия по икономика ""Тодор Генчов Влайков""","3,37","5","","","","","","","","","","","3,37","6","3,2","2","","","","","","","","","","","","","3,33","8","3,34","13"
"Пловдив","Кричим","Кричим","1601403","Средно училище ""Петко Рачов Славейков""","3,93","25","","","","","","","2,92","5","","","3,06","3","4,73","18","5,63","1","","","","","","","","","","","4,24","27","4,09","52"
"Пловдив","Куклен","Куклен","1601102","Професионална гимназия по селско стопанство","3,09","10","","","","","","","3,06","4","","","","","3,28","4","","","","","","","","","","","","","3,17","8","3,12","18"
"Пловдив","Лъки","Лъки","1601501","Средно училище ""Христо Ботев""","3,08","6","","","","","","","","","","","","","3,47","5","","","","","","","","","","","","","3,47","5","3,26","11"
"Пловдив","Перущица","Перущица","1602402","Професионална гимназия по лозарство и винарство ""Христо Ботев""","3,08","39","","","","","","","2,97","34","","","","","3,78","1","2,86","1","","","","","5,09","1","","","","","3,05","37","3,07","76"
"Пловдив","Пловдив","Пловдив","1690176","Професионална гимназия по облекло ""Ана Май""","3,94","35","","","","","","","3,08","1","","","3,78","3","","","","","","","","","","","","","","","3,61","4","3,91","39"
"Пловдив","Пловдив","Пловдив","1690153","Профилирана хуманитарна гимназия ""Св. Св. Кирил и Методий""","5,11","187","4,01","4","5,26","5","","","4,07","10","4,82","3","4,54","52","4,86","15","5,37","69","4,78","4","5,1","20","","","5,34","5","","","4,94","187","5,03","374"
"Пловдив","Пловдив","Пловдив","1690449","Езикова гимназия ""Пловдив""","5,42","290","4,95","39","5,68","4","5,84","14","5,09","1","5,75","4","","","5,76","9","5,76","184","","","5,53","35","","","","","","","5,63","290","5,52","580"
"Пловдив","Пловдив","Пловдив","1690450","Езикова гимназия ""Иван Вазов""","5,51","209","4,64","15","5,57","7","4,92","2","5,18","3","5,72","1","5,49","4","5,73","3","5,9","45","5,3","11","5,48","37","5,28","45","5,42","17","5,49","19","5,45","209","5,48","418"
"Пловдив","Пловдив","Пловдив","2902302","Национална гимназия за сценични и екранни изкуства","4,34","36","","","","","","","","","","","3,62","3","4,21","8","4,82","7","","","","","","","","","","","4,35","18","4,34","54"
"Пловдив","Пловдив","Пловдив","1690175","Национална търговска гимназия - Пловдив","5,18","223","5,28","6","5,42","3","","","","","","","","","4,99","16","5,59","39","3,81","1","","","","","","","","","5,38","65","5,23","288"
"Пловдив","Пловдив","Пловдив","2902102","Национално училище за музикално и танцово изкуство ""Добрин Петков""","4,97","21","","","","","","","","","","","5,46","1","","","5,56","6","","","","","","","","","","","5,55","7","5,11","28"
"Пловдив","Пловдив","Пловдив","1690346","Математическа гимназия ""Академик Кирил Попов""","5,09","218","4,83","114","5,19","5","5,67","5","4,61","5","5,4","2","4,75","4","4,98","10","5,64","60","","","4,73","4","","","3,9","1","","","5,09","210","5,09","428"
"Пловдив","Пловдив","Пловдив","1690187","ДУ-Пловдивска духовна семинария ""Св. Св. Кирил и Методий""-Пловдив","3,76","18","3,14","1","3,68","4","","","2,94","6","","","4,25","5","3,21","5","","","3,39","1","","","","","","","","","3,46","22","3,6","40"
"Пловдив","Пловдив","Пловдив","1690273","Професионална гимназия по транспорт ""Гоце Делчев""","3,3","90","","","2,53","4","","","2,88","11","","","3,59","2","3,4","55","3,68","4","","","","","","","","","","","3,3","76","3,3","166"
"Пловдив","Пловдив","Пловдив","1690174","Професионална гимназия по електротехника и електроника","4,12","179","3,57","6","4,11","7","4,35","21","3,3","9","","","3,32","3","3,89","39","4,88","69","","","3,52","2","","","","","","","4,34","156","4,22","335"
"Пловдив","Пловдив","Пловдив","1690572","Професионална гимназия по механотехника ""Професор Цветан Лазаров""","3,72","86","3,04","1","","","","","3,39","35","","","","","3,93","30","4,95","15","","","","","","","","","","","3,88","81","3,8","167"
"Пловдив","Пловдив","Пловдив","1690177","Професионална гимназия по вътрешна архитектура и дървообработване ""Христо Ботев""","3,48","46","","","","","","","2,92","2","","","2,48","1","3,5","15","4,61","9","","","","","","","","","","","3,79","27","3,6","73"
"Пловдив","Пловдив","Пловдив","1690473","Професионална гимназия по кожени изделия и текстил ""Д-р Иван Богоров""","2,73","14","","","","","","","","","","","2,84","1","2,93","13","","","","","","","","","","","","","2,93","14","2,83","28"
"Пловдив","Пловдив","Пловдив","1690573","Професионална гимназия по машиностроене","3,1","35","","","2,4","1","","","3,01","8","","","","","3,16","4","","","2,86","1","","","","","","","","","3","14","3,07","49"
"Пловдив","Пловдив","Пловдив","1690274","Професионална гимназия по строителни технологии ""Пеньо Пенев""","3,11","30","","","","","","","3,02","18","","","","","2,94","12","","","","","","","","","","","","","2,99","30","3,05","60"
"Пловдив","Пловдив","Пловдив","1690272","Професионална гимназия по архитектура, строителство и геодезия ""Арх.Камен Петков""","4,43","189","3,71","41","4,54","2","","","3,89","27","","","3,76","12","4,23","48","5,14","48","","","5,35","2","","","","","","","4,29","180","4,36","369"
"Пловдив","Пловдив","Пловдив","1690178","Професионална гимназия по туризъм ""Проф. д-р Асен Златаров""","4,21","159","3,03","1","4,41","3","","","3,82","21","","","3,87","15","4,03","85","4,72","37","","","","","","","","","","","4,15","162","4,18","321"
"Пловдив","Пловдив","Пловдив","1690179","Професионална гимназия по битова техника","3,74","79","2,71","2","","","5,77","1","3,05","22","3,78","1","3,51","3","3,7","19","4,72","20","","","3,18","1","","","","","","","3,77","69","3,76","148"
"Пловдив","Пловдив","Пловдив","1690472","Професионална гимназия по хранителни технологии и техника","4,04","121","3,16","2","3,24","1","","","3,15","4","5,61","2","3,63","55","4,04","17","4,57","29","","","","","","","","","","","3,95","110","4","231"
"Пловдив","Пловдив","Пловдив","1690347","Спортно училище ""Васил Левски""","3,79","83","","","3,72","3","","","3,36","6","","","","","4,27","31","4,05","10","5,32","1","","","","","","","","","4,11","51","3,91","134"
"Пловдив","Пловдив","Пловдив","1690247","Средно училище ""Найден Геров""","3,32","19","","","2,48","1","","","3,01","1","","","3,15","1","3,7","14","5,41","1","","","","","","","","","","","3,66","18","3,48","37"
"Пловдив","Пловдив","Пловдив","1690150","Средно училище ""Любен Каравелов""","3,93","19","","","","","","","","","","","","","4,21","17","4,09","2","","","","","","","","","","","4,2","19","4,06","38"
"Пловдив","Пловдив","Пловдив","1690446","Средно училище ""Никола Вапцаров""","3,77","18","","","","","","","3,42","13","","","","","3,5","1","4,02","3","","","","","","","","","","","3,53","17","3,65","35"
"Пловдив","Пловдив","Пловдив","1690154","Средно училище "" СВ. ПАИСИЙ ХИЛЕНДАРСКИ ""","4,45","88","3,17","4","4","5","","","3,69","3","4,83","8","3,73","6","4,44","20","5","40","4,96","2","","","","","","","","","4,58","88","4,52","176"
"Пловдив","Пловдив","Пловдив","1690549","Средно училище "" Константин Величков ""","4,17","17","","","","","","","3,4","2","","","4,21","4","3,59","9","4,8","4","","","","","","","","","","","3,96","19","4,06","36"
"Пловдив","Пловдив","Пловдив","1690156","Средно училище ""Свети Патриарх Евтимий""","4,93","88","3,98","9","4,43","4","3,42","1","4,34","7","5,84","1","4,51","12","4,58","21","5,4","34","","","4,07","1","","","","","","","4,79","90","4,86","178"
"Пловдив","Пловдив","Пловдив","1690345","Средно училище ""Свети свети Кирил и Методий""","4,08","56","3,55","2","3,55","4","","","3,38","3","","","4,25","5","4,03","38","5,3","5","","","","","","","","","","","4,08","57","4,08","113"
"Пловдив","Пловдив","Пловдив","1690643","Средно училище ""Свети Седмочисленици""","4,36","15","3,67","4","","","","","3,65","2","","","","","4,42","5","5,17","4","","","","","","","","","","","4,32","15","4,34","30"
"Пловдив","Пловдив","Пловдив","1690157","Средно училище ""Цар Симеон Велики""","4,17","23","","","","","","","2,95","2","","","4,56","1","5","13","5,2","7","3,61","1","","","","","","","","","4,81","24","4,5","47"
"Пловдив","Пловдив","Пловдив","1690642","Средно училище „Димитър Матевски""","3,55","13","","","","","","","3,39","2","","","3,39","3","3,53","6","4,82","3","","","","","","","","","","","3,76","14","3,66","27"
"Пловдив","Пловдив","Пловдив","1690542","Средно училище ""Братя Миладинови""","3,26","29","","","","","","","4,08","3","","","3,6","4","3,29","17","4,02","7","","","","","","","","","","","3,57","31","3,42","60"
"Пловдив","Пловдив","Пловдив","1690155","Средно училище ""Свети Климент Охридски""","4,12","52","","","5,01","2","5,38","3","2,97","1","4,78","1","4,51","2","4,41","36","5,03","9","","","","","","","","","","","4,57","54","4,35","106"
"Пловдив","Пловдив","Пловдив","1690550","Средно училище ""Свети Константин - Кирил Философ""","3,55","20","2,86","1","","","","","3,24","2","2,97","1","4,87","1","3,33","10","4,74","8","","","","","","","","","","","3,84","23","3,71","43"
"Пловдив","Пловдив","Пловдив","1690644","Средно училище ""Свети Софроний Врачански""","4,08","17","","","4,09","1","","","3,69","5","","","","","3,75","8","5,11","3","","","","","","","","","","","3,99","17","4,04","34"
"Пловдив","Пловдив","Пловдив","1690448","Средно училище ""Христо Груев Данов""","3,69","16","","","","","","","3,45","4","","","3,7","3","3,46","9","3,13","1","","","","","","","","","","","3,48","17","3,58","33"
"Пловдив","Пловдив","Пловдив","1690447","Средно училище ""Пейо Крачолов Яворов""","3,72","79","3,14","4","3,81","4","","","3,31","12","","","3,58","2","3,85","22","4,46","28","","","5,15","1","","","","","","","3,97","73","3,84","152"
"Пловдив","Пловдив","Пловдив","1690271","Специално училище за ученици с увреден слух ""Проф. Д-р Ст. Белинов""","2,95","1","","","","","","","","","","","","","3,25","1","","","","","","","","","","","","","3,25","1","3,1","2"
"Пловдив","Пловдив","Пловдив","2902402","Национална художествена гимназия ""Цанко Лавренов""","4,64","47","","","","","","","","","","","4,87","2","","","5,07","3","","","","","","","","","","","4,99","5","4,67","52"
"Пловдив","Пловдив","Пловдив","1690645","Средно училище ""Черноризец Храбър""","4,26","34","","","","","","","4,25","16","","","3,37","10","5,84","1","5,39","7","","","","","","","","","","","4,27","34","4,27","68"
"Пловдив","Пловдив","Пловдив","1690451","Френска езикова гимназия ""Антоан дьо Сент - Екзюпери""","5,04","189","3,96","6","4,27","4","5,46","1","4,02","2","5,3","2","4,36","24","4,93","31","5,5","96","","","","","","","4,82","24","","","5,08","190","5,06","379"
"Пловдив","Пловдив","Пловдив","1690906","ЧАСТНА ПРОФИЛИРАНА ГИМНАЗИЯ ""ЕДМЪНД БЪРК""","4","2","","","","","","","","","","","","","","","4,65","2","","","","","","","","","","","4,65","2","4,33","4"
"Пловдив","Пловдив","Пловдив","1690909","Частна езикова гимназия ""Стоян Сариев""","4,73","8","","","","","","","","","","","","","","","5,33","8","","","","","","","","","","","5,33","8","5,03","16"
"Пловдив","Пловдив","Пловдив","1690904","Частна профилирана гимназия ""Класик""","4,7","18","","","","","","","2,7","1","","","3,82","2","","","5,39","17","","","","","","","","","","","5,1","20","4,91","38"
"Пловдив","Пловдив","Пловдив","1690910","Частна професионална гимназия по икономика и управление","4,12","9","","","3,2","1","","","","","","","3,58","1","4,07","1","4,69","5","","","","","","","","","","","4,29","8","4,2","17"
"Пловдив","Пловдив","Пловдив","1690901","ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДРУЖБА""","4,63","12","","","","","","","3,18","2","","","","","4,67","1","5,1","9","","","","","","","","","","","4,74","12","4,69","24"
"Пловдив","Първомай","Първомай","1602315","Професионална гимназия по селско стопанство ""Васил Левски""","3,46","72","","","","","3,11","1","3,45","2","","","5,01","1","3,75","68","","","","","","","","","","","","","3,75","72","3,6","144"
"Пловдив","Първомай","Първомай","1602314","Средно училище ""Проф. д-р Асен Златаров""","4,86","39","3,81","6","4,38","4","","","","","","","4,07","12","4,77","7","5,42","10","","","","","","","","","","","4,53","39","4,7","78"
"Пловдив","Раковски","Белозем","1602510","Професионална гимназия по селско стопанство","3,27","31","","","","","","","3,01","28","","","","","3,81","6","","","","","","","","","","","","","3,15","34","3,21","65"
"Пловдив","Раковски","Раковски","1602511","Професионална гимназия ""Петър Парчевич""","3,35","62","","","","","","","2,69","17","","","3,77","3","3,01","9","","","","","","","","","","","","","2,9","29","3,21","91"
"Пловдив","Садово","Садово","1602810","Професионална селскостопанска гимназия","3,14","36","","","","","","","","","","","","","3,53","16","","","","","","","","","","","","","3,53","16","3,26","52"
"Пловдив","Сопот","Сопот","1601363","Професионална гимназия ""Генерал Владимир Заимов""","4,01","133","3,24","10","3,41","3","","","3,54","32","","","3,37","10","3,92","60","4,91","14","","","","","","","","","","","3,83","129","3,92","262"
"Пловдив","Сопот","Сопот","1601303","Средно училище ""Иван Вазов""","3,96","23","","","","","","","3,73","2","","","3,29","1","3,61","16","5,39","5","","","","","","","","","","","3,98","24","3,97","47"
"Пловдив","Стамболийски","Стамболийски","1602907","Средно училище Отец Паисий","3,78","20","","","","","","","3,65","7","","","3,56","1","3,48","14","","","","","","","","","","","","","3,54","22","3,65","42"
"Пловдив","Съединение","Съединение","1603301","Средно училище ""Христо Ботев""","3,2","22","2,75","1","","","","","","","","","","","3,49","20","","","","","","","","","","","","","3,45","21","3,32","43"
"Пловдив","Хисаря","Хисаря","1603708","Средно училище ""Христо Смирненски""","3,89","51","","","","","","","","","","","","","2,87","5","","","","","","","","","","","","","2,87","5","3,8","56"
"Разград","Завет","Завет","1701102","Професионална гимназия по земеделие ""Климент Тимирязев""","3,21","16","","","","","","","3,05","14","","","","","3,59","5","","","","","","","","","","","","","3,19","19","3,2","35"
"Разград","Завет","Завет","1701101","Средно училище ""Свети Свети Кирил и Методий""","3,52","23","","","4,41","1","","","3,41","5","","","3,08","2","3,97","15","","","","","","","","","","","","","3,79","23","3,65","46"
"Разград","Исперих","Исперих","1701401","Профилирана гимназия ""ВАСИЛ ЛЕВСКИ""","3,97","71","","","4,72","6","3,14","3","4,02","14","5,33","4","3,54","3","4,25","34","5,16","7","","","","","","","","","","","4,31","71","4,14","142"
"Разград","Исперих","Исперих","1701405","Професионална гимназия по селско стопанство ""Хан Аспарух""","3,27","89","","","","","","","2,89","75","","","3,9","1","3,64","19","","","","","","","","","","","","","3,05","95","3,16","184"
"Разград","Кубрат","Кубрат","1701602","Професионална гимназия","3,45","11","","","","","","","","","","","2,88","1","3,85","11","","","","","","","","","","","","","3,77","12","3,62","23"
"Разград","Кубрат","Кубрат","1701601","Средно училище ""Христо Ботев""","4,36","41","","","5,61","3","","","","","","","3,87","15","4,87","13","5,45","10","","","","","","","","","","","4,7","41","4,53","82"
"Разград","Лозница","Лозница","1701702","Професионална гимназия по ветеринарна медицина и земеделие ""Александър Стамболийски""","3,55","41","","","","","","","","","","","","","4,08","38","","","","","","","","","","","","","4,08","38","3,8","79"
"Разград","Разград","Разград","1702608","Профилирана гимназия с преподаване на чужди езици ""Екзарх Йосиф""","5,1","103","3,94","3","5,54","3","","","4,35","4","","","","","5,35","20","5,59","64","","","4,94","8","5,5","1","","","","","5,4","103","5,25","206"
"Разград","Разград","Разград","1702609","Профилирана природоматематическа гимназия ""Академик Никола Обрешков""","4,94","96","4,9","10","4,6","2","4,56","5","4,11","5","5,82","5","4,64","10","5,18","30","5,53","29","","","","","","","","","","","5,13","96","5,03","192"
"Разград","Разград","Разград","1702629","Професионална гимназия по облекло ""Станка Николица Спасо-Еленина""","3,3","18","","","","","","","","","","","","","3,44","16","4,84","1","","","","","","","","","","","3,52","17","3,41","35"
"Разград","Разград","Разград","1702604","Професионална гимназия по селско стопанство и хранително-вкусови технологии ""Ангел Кънчев""","3,02","30","","","2,35","1","","","3,67","1","","","","","3,27","28","","","","","","","","","","","","","3,26","30","3,14","60"
"Разград","Разград","Разград","1702607","Професионална гимназия по транспорт и строителство ""Христо Смирненски""","3,13","19","","","","","","","","","","","","","2,46","2","","","","","","","","","","","","","2,46","2","3,07","21"
"Разград","Разград","Разград","1702603","Професионална гимназия по химични технологии и биотехнологии ""Мария Кюри""","3,26","41","","","3,92","1","5,51","1","3,28","1","6","1","","","3,55","31","3,53","1","","","","","","","","","","","3,68","36","3,45","77"
"Разград","Разград","Разград","1702601","Професионална гимназия по икономика ""Робер Шуман""","3,88","91","","","5,6","1","","","3,95","14","","","","","4,23","72","4,32","1","","","","","","","","","","","4,2","88","4,04","179"
"Разград","Разград","Разград","1702602","Професионална техническа гимназия ""Шандор Петьофи""","3,72","106","3,73","1","3,61","6","3,5","37","3,36","26","","","","","3,94","31","4,8","7","","","","","","","","","","","3,69","108","3,71","214"
"Разград","Разград","Разград","1702612","Средно училище ""Христо Ботев""","3,39","6","","","","","","","3,9","1","","","","","3,89","4","","","","","","","","","","","","","3,89","5","3,62","11"
"Разград","Разград","Разград","1702640","Спортно училище - Разград","3,02","15","","","","","","","3,01","5","","","","","2,89","7","4,15","2","","","","","","","","","","","3,11","14","3,07","29"
"Разград","Самуил","Самуил","1702901","Средно училище ""Свети Свети Кирил и Методий""","3,27","29","","","2,79","1","","","4,15","1","","","","","3,89","24","","","","","","","","","","","","","3,86","26","3,55","55"
"Разград","Цар Калоян","Цар Калоян","1703601","Средно училище ""Христо Ботев""","3,96","16","","","","","","","3,74","4","","","","","4,79","12","","","","","","","","","","","","","4,53","16","4,25","32"
"Русе","Бяла","Бяла","1802005","Професионална гимназия","2,86","12","","","","","","","2,94","4","","","","","","","","","","","","","","","","","","","2,94","4","2,88","16"
"Русе","Бяла","Бяла","1802004","Средно училище ""Панайот Волов""","4,06","38","","","3,2","1","","","3,9","21","","","","","4,11","13","5,16","6","","","","","","","","","","","4,13","41","4,1","79"
"Русе","Ветово","Ветово","1803001","Средно училище ""Васил Левски"" с професионални паралелки","3,35","11","","","","","","","3,46","2","","","","","3,55","10","","","","","","","","","","","","","3,54","12","3,45","23"
"Русе","Ветово","Глоджево","1803005","Средно училище ""Христо Ботев""","3,62","15","","","","","","","3,14","13","","","","","5","3","","","","","","","","","","","","","3,49","16","3,55","31"
"Русе","Две могили","Две могили","1804008","Професионална гимназия по селско стопанство ""К. А. Тимирязев""","3,29","35","","","","","","","3,11","35","","","","","","","6","1","","","","","","","","","","","3,19","36","3,24","71"
"Русе","Две могили","Две могили","1804007","Средно училище ""Св. св. Кирил и Методий""","4,14","22","5,12","1","5,46","3","","","3,91","8","","","","","5,16","6","5,59","4","","","","","","","","","","","4,82","22","4,48","44"
"Русе","Русе","Русе","1806201","Профилирана английска гимназия "" Гео Милев""","4,89","92","3,79","2","","","","","3,5","1","","","","","5,7","2","5,69","87","","","","","","","","","","","5,63","92","5,26","184"
"Русе","Русе","Русе","1806202","Профилирана математическа гимназия ""Баба Тонка""","5,34","127","5,27","67","4,76","3","5,74","1","5,18","1","5,73","3","5,01","1","5,84","11","5,86","39","5,69","2","","","","","","","","","5,5","128","5,42","255"
"Русе","Русе","Русе","2902105","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ПРОФ.ВЕСЕЛИН СТОЯНОВ""","4,14","35","","","","","","","","","","","","","4,6","7","4,46","1","","","","","","","","","","","4,58","8","4,22","43"
"Русе","Русе","Русе","1806301","Професионална гимназия по електротехника и електроника ""Апостол Арнаудов""","3,85","106","3,49","1","4,31","14","4,55","2","3,49","27","","","3,67","1","3,88","25","5","37","","","","","","","","","","","4,23","107","4,04","213"
"Русе","Русе","Русе","1806313","Професионална гимназия по строителство, архитектура и геодезия ""Пеньо Пенев""","3,88","47","3,36","2","3,5","3","","","3,41","16","","","3,5","2","4,1","16","5,11","8","","","","","","","","","","","3,94","47","3,91","94"
"Русе","Русе","Русе","1806302","Професионална гимназия по дървообработване и вътрешна архитектура "" Йосиф Вондрак""","3,54","53","","","3,58","2","","","2,95","3","","","3,46","4","3,56","25","4,4","11","5,85","1","","","","","","","","","3,76","46","3,65","99"
"Русе","Русе","Русе","1806315","Професионална гимназия по промишлени технологии ""Атанас Цонев Буров""","3,33","83","","","","","","","3,15","2","","","3,61","1","2,98","4","5,68","1","","","","","","","","","","","3,44","8","3,34","91"
"Русе","Русе","Русе","1806310","Професионална гимназия по икономика и управление ""Елиас Канети""","4,72","125","4,85","6","4,13","3","5,09","1","4,29","16","","","4,2","35","4,81","9","5,31","55","","","","","","","","","","","4,78","125","4,75","250"
"Русе","Русе","Русе","1806306","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО МЕХАНОТЕХНИКА ""ЮРИЙ ГАГАРИН""","3,28","54","","","5,78","1","","","2,97","21","","","","","3,36","22","4,23","3","","","3,03","1","","","","","","","3,29","48","3,28","102"
